## Lcom/tencent/weibo/sdk/android/component/PublishActivity; onClick
Ljava/io/File;->equals 1
Lorg/apache/http/StatusLine;->getStatusCode 1
Ljava/io/FileInputStream;->close 2
Ljava/io/Writer;-><init> 1
Ljava/io/File;-><init> 3
Ljava/io/PrintWriter;-><init> 2
Landroid/net/NetworkInfo;->getType 1
Lorg/apache/http/conn/ssl/SSLSocketFactory;->setHostnameVerifier 1
Lorg/apache/http/client/HttpClient;->getParams 1
Lorg/apache/http/client/methods/HttpPost;->addHeader 1
Ljava/io/InputStream;->read 2
Lorg/apache/http/HttpResponse;->getFirstHeader 1
Ljava/io/OutputStreamWriter;->flush 1
Ljava/io/File;->listFiles 3
Lorg/apache/http/entity/ByteArrayEntity;-><init> 1
Ljava/io/PrintWriter;->println 76
Ljava/io/File;->isFile 1
Ljava/io/FileInputStream;-><init> 1
Ljava/io/ByteArrayOutputStream;->write 9
Ljava/io/BufferedReader;->close 3
Ljava/io/File;->isDirectory 1
Lorg/apache/http/HttpHost;-><init> 1
Lorg/apache/http/params/HttpProtocolParams;->setContentCharset 1
Lorg/apache/http/HttpResponse;->getEntity 1
Lorg/apache/http/conn/scheme/SchemeRegistry;-><init> 1
Ljava/io/ByteArrayOutputStream;->toByteArray 2
Lorg/apache/http/client/methods/HttpPost;->setEntity 1
Ljava/io/BufferedReader;-><init> 1
Lorg/apache/http/client/methods/HttpUriRequest;->addHeader 1
Lorg/apache/http/client/methods/HttpGet;-><init> 1
Ljava/io/InputStream;->close 10
Ljava/io/IOException;->printStackTrace 7
Lorg/apache/http/client/HttpClient;->execute 1
Lorg/apache/http/HttpEntity;->getContent 1
Lorg/apache/http/params/HttpConnectionParams;->setConnectionTimeout 1
Lorg/apache/http/params/HttpProtocolParams;->setVersion 1
Lorg/apache/http/impl/conn/tsccm/ThreadSafeClientConnManager;-><init> 1
Lorg/apache/http/Header;->getValue 1
Lorg/apache/http/conn/ssl/SSLSocketFactory;->getSocketFactory 2
Ljava/io/OutputStreamWriter;->close 1
Landroid/net/Proxy;->getDefaultPort 2
Ljava/io/File;->delete 3
Lorg/apache/http/client/methods/HttpPost;-><init> 1
Ljava/io/File;->length 1
Lorg/apache/http/conn/ssl/SSLSocketFactory;-><init> 1
Ljava/io/FileWriter;->close 1
Lorg/apache/http/params/HttpParams;->setParameter 1
Lorg/apache/http/conn/scheme/Scheme;-><init> 4
Ljava/io/OutputStreamWriter;->write 1
Lorg/apache/http/conn/scheme/SchemeRegistry;->register 4
Ljava/net/URLEncoder;->encode 5
Ljava/io/FileWriter;-><init> 1
Ljava/io/PrintWriter;->print 238
Lorg/apache/http/params/BasicHttpParams;-><init> 1
Landroid/net/ConnectivityManager;->getActiveNetworkInfo 2

## Lcom/sina/weibo/sdk/component/WeiboSdkBrowser; onCreate
Ljava/io/InputStream;->close 6
Ljava/io/IOException;->printStackTrace 7

## Lcom/metek/zqWeather/activity/SkinPlugActivity; onCreate
Ljava/io/Closeable;->close 1
Ljava/io/File;->mkdirs 2
Ljava/io/File;->createNewFile 1
Ljava/io/ByteArrayOutputStream;-><init> 1
Ljava/io/PrintStream;->println 1
Ljava/io/OutputStreamWriter;-><init> 3
Ljava/io/IOException;->getMessage 1
Ljava/io/File;->mkdir 2
Ljava/io/Writer;-><init> 1
Ljava/io/PrintWriter;-><init> 2
Ljava/io/InputStream;->read 1
Ljava/io/File;->listFiles 1
Ljava/io/PrintWriter;->println 76
Ljava/io/ByteArrayOutputStream;->write 2
Ljava/io/File;->isDirectory 1
Ljava/io/File;-><init> 15
Ljava/io/FileOutputStream;-><init> 3
Ljava/io/EOFException;-><init> 1
Ljava/io/Writer;->write 13
Ljava/io/IOException;-><init> 10
Ljava/io/FileInputStream;-><init> 1
Ljava/io/BufferedWriter;-><init> 3
Ljava/io/File;->renameTo 2
Ljava/io/File;->delete 5
Ljava/io/File;->length 1
Ljava/io/Writer;->flush 1
Ljava/io/ByteArrayOutputStream;->toString 1
Ljava/io/File;->exists 11
Ljava/io/PrintWriter;->print 238
Ljava/io/Writer;->append 1
Ljava/io/Writer;->close 4

## Lcom/metek/zqWeather/activity/ShopActivity; onCreate
Ljava/io/Writer;-><init> 1
Ljava/io/PrintWriter;-><init> 2
Ljava/io/PrintStream;->println 1
Ljava/io/PrintWriter;->println 76
Ljava/io/PrintWriter;->print 238
Ljava/io/PrintStream;->flush 1

## Lcom/metek/zqWeather/activity/AdWebActivity; onCreate
Ljava/io/File;->getAbsolutePath 1
Ljava/io/Writer;-><init> 1
Ljava/io/PrintWriter;-><init> 2
Ljava/io/PrintStream;->println 2
Ljava/io/PrintWriter;->println 76
Ljava/io/PrintWriter;->print 238

## Lcom/metek/zqWeather/activity/Widget2x1ConfigActivity; onCreate
Ljava/io/FileOutputStream;->write 1
Ljava/io/InputStreamReader;-><init> 1
Ljava/io/File;->delete 1
Landroid/net/NetworkInfo;->getSubtypeName 1
Ljava/io/StringWriter;->write 1
Landroid/net/NetworkInfo;->getState 2
Ljava/io/FileInputStream;->close 3
Landroid/net/NetworkInfo;->isConnectedOrConnecting 1
Ljava/io/StringWriter;-><init> 1
Ljava/io/File;->length 1
Ljava/io/InputStreamReader;->read 1
Ljava/io/StringWriter;->toString 1
Ljava/io/PrintStream;->println 1
Ljava/io/FileOutputStream;->flush 1
Landroid/net/ConnectivityManager;->getNetworkInfo 2
Ljava/io/File;-><init> 1
Ljava/io/PrintStream;->flush 1
Ljava/io/FileOutputStream;->close 1
Ljava/io/File;->exists 1
Landroid/net/ConnectivityManager;->getActiveNetworkInfo 1

## Lcom/metek/zqWeather/activity/Widget4x1ConfigActivity; onCreate
Ljava/io/FileOutputStream;->write 1
Ljava/io/InputStreamReader;-><init> 1
Ljava/io/File;->delete 1
Landroid/net/NetworkInfo;->getSubtypeName 1
Ljava/io/StringWriter;->write 1
Landroid/net/NetworkInfo;->getState 2
Ljava/io/FileInputStream;->close 3
Landroid/net/NetworkInfo;->isConnectedOrConnecting 1
Ljava/io/StringWriter;-><init> 1
Ljava/io/File;->length 1
Ljava/io/InputStreamReader;->read 1
Ljava/io/StringWriter;->toString 1
Ljava/io/PrintStream;->println 1
Ljava/io/FileOutputStream;->flush 1
Landroid/net/ConnectivityManager;->getNetworkInfo 2
Ljava/io/File;-><init> 1
Ljava/io/PrintStream;->flush 1
Ljava/io/FileOutputStream;->close 1
Ljava/io/File;->exists 1
Landroid/net/ConnectivityManager;->getActiveNetworkInfo 1

## Lcom/metek/zqWeather/activity/Widget4x2ConfigActivity; onCreate

## Lcom/metek/zqWeather/activity/Widget5x2ConfigActivity; onCreate

## Lcom/metek/zqWeather/WeatherChargeWarn$WarnDialog; onCreate

## Lcom/metek/zqWeather/service/UpdateService$UpdateAppDialog; onCreate

## Lcom/metek/zqWeather/activity/AuthorizeActivity; onCreate
Landroid/net/NetworkInfo;->getState 1
Ljava/io/Writer;-><init> 1
Ljava/io/PrintWriter;-><init> 2
Landroid/net/ConnectivityManager;->getAllNetworkInfo 1
Ljava/io/PrintWriter;->println 76
Ljava/io/PrintWriter;->print 238

## Lcom/metek/zqWeather/wxapi/WXEntryActivity; onCreate

## Lcom/metek/zqWeather/activity/AppPushActivity; onCreate
Ljava/io/FileOutputStream;->write 1
Ljava/io/File;->getPath 2
Ljava/io/PrintWriter;->print 238
Ljava/io/FileInputStream;->close 1
Ljava/io/Writer;-><init> 1
Ljava/io/FileNotFoundException;->printStackTrace 2
Ljava/io/PrintWriter;-><init> 2
Ljava/io/FileInputStream;->read 1
Ljava/io/File;-><init> 1
Ljava/io/FileOutputStream;-><init> 1
Ljava/io/PrintWriter;->println 76
Ljava/io/IOException;->printStackTrace 2
Ljava/io/PrintStream;->println 1
Ljava/io/PrintStream;->flush 1
Ljava/io/FileOutputStream;->close 1
Ljava/io/FileInputStream;-><init> 1

## Lcom/taobao/newxp/view/UMDetail; onCreate
Ljava/io/ByteArrayOutputStream;->close 1
Ljava/io/RandomAccessFile;->getChannel 1
Ljava/io/FileInputStream;->read 1
Ljava/io/FileReader;->close 3
Ljava/io/File;->list 1
Ljava/io/ObjectInputStream;->readObject 1
Landroid/location/Location;->setTime 1
Landroid/net/wifi/WifiManager;->getConnectionInfo 1
Landroid/location/Location;->setProvider 1
Landroid/net/Uri;->parse 1
Lorg/apache/http/cookie/Cookie;->isExpired 1
Ljava/io/FileReader;-><init> 1
Lorg/apache/http/protocol/HttpContext;->setAttribute 1
Lorg/apache/http/cookie/Cookie;->getValue 1
Landroid/net/http/AndroidHttpClient;->newInstance 3
Landroid/net/Uri;->getHost 1
Ljava/io/UnsupportedEncodingException;->printStackTrace 2
Landroid/location/Location;->getLatitude 1
Ljava/io/FileInputStream;->close 1
Ljava/io/ByteArrayOutputStream;-><init> 2
Ljava/io/FileNotFoundException;->printStackTrace 1
Landroid/location/Location;->getLongitude 1
Ljava/io/File;->mkdirs 3
Landroid/location/Location;->setLatitude 1
Landroid/location/Location;->setAccuracy 1
Landroid/net/TrafficStats;->setThreadStatsTag 1
Ljava/io/File;->isFile 1
Ljava/io/FileInputStream;-><init> 2
Ljava/io/ByteArrayOutputStream;->write 7
Ljava/io/BufferedReader;->close 3
Ljava/io/ByteArrayOutputStream;->toByteArray 3
Landroid/location/Location;->getTime 3
Ljava/io/File;->getAbsolutePath 4
Lorg/apache/http/cookie/Cookie;->getDomain 2
Ljava/io/File;->getCanonicalPath 2
Ljava/io/File;->toString 1
Lorg/apache/http/cookie/Cookie;->getName 1
Ljava/io/BufferedReader;-><init> 1
Ljava/io/File;->canRead 2
Ljava/io/File;-><init> 14
Ljava/io/IOException;->printStackTrace 3
Landroid/location/Location;->getProvider 1
Lorg/apache/http/client/CookieStore;->getCookies 2
Landroid/location/Location;->getAccuracy 1
Landroid/net/wifi/WifiInfo;->getMacAddress 1
Ljava/io/File;->delete 2
Ljava/io/File;->renameTo 1
Lorg/apache/http/protocol/BasicHttpContext;-><init> 1
Ljava/io/ByteArrayOutputStream;->size 1
Landroid/location/Location;-><init> 1
Ljava/io/File;->getPath 1
Ljava/io/BufferedReader;->readLine 1
Ljava/io/ByteArrayInputStream;-><init> 1
Ljava/net/URLEncoder;->encode 3
Ljava/io/File;->exists 7
Ljava/io/ObjectInputStream;-><init> 1
Ljava/io/File;->createNewFile 1
Ljava/io/RandomAccessFile;-><init> 1
Landroid/location/Location;->setLongitude 1
Ljava/io/FileInputStream;->available 1

## Lcom/taobao/newxp/view/handler/umwall/AlimamaWall; onCreate
Ljava/io/ByteArrayOutputStream;->close 2
Ljava/io/BufferedWriter;->close 3
Ljava/io/RandomAccessFile;->getChannel 1
Ljava/io/FileInputStream;->read 2
Landroid/location/LocationManager;->addGpsStatusListener 1
Ljava/io/FileReader;->close 3
Ljava/io/File;->delete 2
Ljava/io/File;->list 1
Ljava/io/ObjectInputStream;->readObject 1
Landroid/location/Location;->setTime 1
Landroid/net/wifi/WifiManager;->getConnectionInfo 4
Ljava/io/ByteArrayOutputStream;->flush 1
Ljava/io/ByteArrayOutputStream;-><init> 3
Landroid/location/Location;->setProvider 1
Landroid/net/Uri;->parse 1
Landroid/location/LocationManager;->getAllProviders 2
Lorg/apache/http/cookie/Cookie;->isExpired 1
Ljava/io/OutputStreamWriter;-><init> 1
Ljava/io/FileReader;-><init> 1
Lorg/apache/http/protocol/HttpContext;->setAttribute 1
Landroid/location/Location;->setLatitude 1
Lorg/apache/http/cookie/Cookie;->getValue 1
Landroid/net/http/AndroidHttpClient;->newInstance 3
Ljava/io/File;->getPath 5
Landroid/location/Location;->getLatitude 3
Landroid/location/LocationManager;->removeGpsStatusListener 1
Ljava/io/FileInputStream;->close 4
Ljava/io/Writer;-><init> 1
Ljava/io/PrintWriter;-><init> 2
Landroid/location/LocationManager;->addNmeaListener 1
Ljava/io/UnsupportedEncodingException;->printStackTrace 2
Ljava/io/File;->mkdirs 4
Landroid/location/LocationManager;->removeNmeaListener 1
Landroid/location/Location;->setAccuracy 1
Landroid/net/TrafficStats;->setThreadStatsTag 1
Ljava/io/PrintWriter;->println 76
Ljava/io/File;->isFile 1
Ljava/io/ByteArrayOutputStream;->write 8
Landroid/net/Uri;->getHost 1
Ljava/io/BufferedReader;->close 3
Ljava/io/File;->isDirectory 1
Landroid/location/Location;->getTime 4
Landroid/net/wifi/WifiManager;->startScan 1
Landroid/location/Location;->getLongitude 3
Ljava/io/BufferedWriter;->newLine 1
Lorg/apache/http/cookie/Cookie;->getDomain 2
Ljava/io/FileNotFoundException;->printStackTrace 1
Ljava/io/File;->toString 1
Lorg/apache/http/cookie/Cookie;->getName 1
Ljava/io/BufferedReader;-><init> 1
Ljava/io/BufferedWriter;->write 1
Ljava/io/IOException;->printStackTrace 3
Ljava/io/File;->canRead 2
Ljava/io/File;-><init> 16
Ljava/io/FileOutputStream;-><init> 1
Ljava/io/RandomAccessFile;-><init> 1
Landroid/location/Location;->getProvider 2
Lorg/apache/http/client/CookieStore;->getCookies 2
Landroid/location/Location;->getAccuracy 2
Landroid/net/wifi/WifiInfo;->getMacAddress 3
Ljava/io/FileInputStream;-><init> 3
Ljava/io/BufferedWriter;-><init> 1
Ljava/io/File;->getAbsolutePath 4
Ljava/io/File;->renameTo 1
Lorg/apache/http/protocol/BasicHttpContext;-><init> 1
Ljava/io/ByteArrayOutputStream;->size 1
Landroid/location/Location;-><init> 1
Ljava/io/BufferedReader;->readLine 1
Ljava/io/ByteArrayOutputStream;->toByteArray 4
Ljava/io/ByteArrayInputStream;-><init> 1
Ljava/net/URLEncoder;->encode 21
Ljava/io/File;->exists 7
Ljava/io/ObjectInputStream;-><init> 1
Landroid/location/LocationManager;->removeUpdates 1
Ljava/io/File;->createNewFile 1
Ljava/io/PrintWriter;->print 238
Landroid/location/Location;->setLongitude 1
Landroid/location/LocationManager;->requestLocationUpdates 1
Ljava/io/FileInputStream;->available 1

## Lcom/metek/zqWeather/achievement/TouchNotice; onCreate

## Lcom/baidu/location/f; onCreate
Ljava/io/RandomAccessFile;->readBoolean 2
Ljava/io/File;->renameTo 1
Ljava/io/File;->delete 1
Ljava/io/File;->mkdirs 1
Ljava/io/RandomAccessFile;->readInt 1
Ljava/io/FileInputStream;->close 1
Ljava/io/RandomAccessFile;->seek 1
Ljava/io/RandomAccessFile;->close 1
Ljava/io/FileInputStream;->read 1
Ljava/io/File;->getAbsolutePath 1
Ljava/io/File;->exists 5
Ljava/io/RandomAccessFile;-><init> 1
Ljava/io/RandomAccessFile;->read 1
Ljava/io/File;-><init> 5
Ljava/io/File;->isFile 1
Ljava/io/FileInputStream;-><init> 1

## Lcom/taobao/munion/base/download/DownloadingService; onCreate
Landroid/net/TrafficStats;->setThreadStatsTag 1
Landroid/net/http/AndroidHttpClient;->newInstance 1
Ljava/io/File;-><init> 1

